Unnamed: 0,lat,lon,time,cloud cover mean,precipitation mean,temperature max,temperature min,temperature mean,water vapor pressure mean
50309,-2.75,29.25,2022-04-01,0.7842479,6.9653325e-08,24.63745,14.84384,19.490380000000016,1010.38885
51166,-2.75,29.25,2022-05-01,0.78243846,5.4142394e-08,23.95060000000001,15.734700000000032,19.46246000000002,1024.8652
51276,-2.75,29.25,2022-06-01,0.6602535,1.8776621e-08,24.21000000000004,14.941220000000044,19.318700000000035,973.09753
51883,-2.75,29.25,2022-07-01,0.46560425,0.0,24.36834000000005,14.109430000000032,18.82754,868.4653
52631,-2.75,29.25,2022-08-01,0.71162957,2.0916122e-08,25.33570000000003,15.135739999999998,19.94686000000001,951.33514
53367,-2.75,29.25,2022-09-01,0.74411345,3.8004345e-08,25.69490000000002,15.95718000000005,20.27706000000001,948.5715
53912,-2.75,29.25,2022-10-01,0.8603438,5.7014848e-08,24.61202000000003,15.776540000000011,19.727599999999995,989.20154
54595,-2.75,29.25,2022-11-01,0.8929403,9.346752e-08,24.07230000000004,15.192800000000034,19.322050000000047,1015.10315
55042,-2.75,29.25,2022-12-01,0.8292013,7.0137915e-08,24.67465000000004,15.70490000000001,19.943750000000023,1020.38824
55373,-2.75,29.25,2023-01-01,0.83428216,8.658143e-08,24.94833,15.642800000000022,19.95056,1008.359
